Province,Electoral District Name/Nom de circonscription,Electoral District Number/Numéro de circonscription,Candidate/Candidat,Candidate Residence/Résidence du candidat,Candidate Occupation/Profession du candidat,Votes Obtained/Votes obtenus,Percentage of Votes Obtained /Pourcentage des votes obtenus,Majority/Majorité,Majority Percentage/Pourcentage de majorité
"New Brunswick/Nouveau-Brunswick","New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest","13008","Karen Ludwig Liberal/Libéral","Saint Andrews, N.B./ N.-B.","Associate Dean/Doyenne associée",16656,43.9,      2031,   5.4
"New Brunswick/Nouveau-Brunswick","New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest","13008","John Williamson ** Conservative/Conservateur","Saint Andrews, N.B./ N.-B.","Parliamentarian/Parlementaire",14625,38.6,,
"New Brunswick/Nouveau-Brunswick","New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest","13008","Andrew Graham NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Saint John, N.B./ N.-B.","Carpenter/Charpentier",4768,12.6,,
"New Brunswick/Nouveau-Brunswick","New Brunswick Southwest/Nouveau-Brunswick-Sud-Ouest","13008","Gayla MacIntosh Green Party/Parti Vert","Fredericton, N.B./ N.-B.","Taxi Driver/Chauffeuse de taxi",1877,4.9,,
"New Brunswick/Nouveau-Brunswick","Saint John--Rothesay","13009","Wayne Long Liberal/Libéral","Saint John, N.B./ N.-B.","President of Saint John Sea Dogs/Président des Saint John Sea Dogs",20634,48.8,      7719,  18.3
"New Brunswick/Nouveau-Brunswick","Saint John--Rothesay","13009","Rodney Weston ** Conservative/Conservateur","Saint John, N.B./ N.-B.","Parliamentarian/Parlementaire",12915,30.5,,
"New Brunswick/Nouveau-Brunswick","Saint John--Rothesay","13009","AJ Griffin NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Quispamsis, N.B./ N.-B.","Technical Writer/Rédactrice technique",7411,17.5,,
"New Brunswick/Nouveau-Brunswick","Saint John--Rothesay","13009","Sharon Murphy Green Party/Parti Vert","Rothesay, N.B./ N.-B.","Businesswoman/Femme d'affaires",1321,3.1,,
"New Brunswick/Nouveau-Brunswick","Tobique--Mactaquac","13010","TJ Harvey Liberal/Libéral","Glassville, N.B./ N.-B.","Businessman/Homme d'affaires",17909,46.6,      3684,   9.6
"New Brunswick/Nouveau-Brunswick","Tobique--Mactaquac","13010","Richard Bragdon Conservative/Conservateur","Keswick Ridge, N.B./ N.-B.","Clergyman/Membre du clergé",14225,37,,
"New Brunswick/Nouveau-Brunswick","Tobique--Mactaquac","13010","Robert Kitchen NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Nackawic, N.B./ N.-B.","Salesman/Vendeur",4334,11.3,,
"New Brunswick/Nouveau-Brunswick","Tobique--Mactaquac","13010","Terry Wishart Green Party/Parti Vert","Fredericton, N.B./ N.-B.","Community Organizer/Organisateur communautaire",1959,5.1,,
"Quebec/Québec","Abitibi--Baie-James--Nunavik--Eeyou","24001","Romeo Saganash ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Val-d'Or, Que./ Qc","Parliamentarian/Parlementaire",12778,37,      1684,   4.9
"Quebec/Québec","Abitibi--Baie-James--Nunavik--Eeyou","24001","Pierre Dufour Liberal/Libéral","Val-d'Or, Que./ Qc","Administrator/Administrateur",11094,32.1,,
"Quebec/Québec","Abitibi--Baie-James--Nunavik--Eeyou","24001","Luc Ferland Bloc Québécois/Bloc Québécois","Québec, Que./ Qc","Consultant/Consultant",6398,18.5,,
"Quebec/Québec","Abitibi--Baie-James--Nunavik--Eeyou","24001","Steven Hébert Conservative/Conservateur","Ottawa, Ont.","Political Advisor/Conseiller Politique",3211,9.3,,
"Quebec/Québec","Abitibi--Baie-James--Nunavik--Eeyou","24001","Patrick Benoît Green Party/Parti Vert","Malartic, Que./ Qc","Operator/Opérateur",779,2.3,,
"Quebec/Québec","Abitibi--Baie-James--Nunavik--Eeyou","24001","Mario Gagnon Rhinoceros/Rhinocéros","Malartic, Que./ Qc","Special Education Teacher/Éducateur spécialisé",258,.7,,
"Quebec/Québec","Abitibi--Témiscamingue","24002","Christine Moore ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Dupuy, Que./ Qc","Parliamentarian/Nurse/Parlementaire-Infirmier",20636,41.5,      5903,  11.9
"Quebec/Québec","Abitibi--Témiscamingue","24002","Claude Thibault Liberal/Libéral","Rouyn-Noranda, Que./ Qc","Exports Commissioner/Commissaire à l'exportation",14733,29.6,,
"Quebec/Québec","Abitibi--Témiscamingue","24002","Yvon Moreau Bloc Québécois/Bloc Québécois","Rouyn-Noranda, Que./ Qc","Journalist/Journaliste",9651,19.4,,
"Quebec/Québec","Abitibi--Témiscamingue","24002","Benoit Fortin Conservative/Conservateur","Gatineau, Que./ Qc","Director/Directeur",3425,6.9,,
"Quebec/Québec","Abitibi--Témiscamingue","24002","Aline Bégin Green Party/Parti Vert","Gatineau, Que./ Qc","Teacher/Enseignante",859,1.7,,
"Quebec/Québec","Abitibi--Témiscamingue","24002","Pascal Le Fou Gélinas Rhinoceros/Rhinocéros","Rouyn-Noranda, Que./ Qc","Artist/Artiste",425,.9,,
"Quebec/Québec","Ahuntsic-Cartierville","24003","Mélanie Joly Liberal/Libéral","Montréal, Que./ Qc","Lawyer/Avocate",26026,46.8,      9342,  16.8
"Quebec/Québec","Ahuntsic-Cartierville","24003","Maria Mourani ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Blainville, Que./ Qc","Sociologist and criminologist/Sociolgue et criminologue",16684,30,,
"Quebec/Québec","Ahuntsic-Cartierville","24003","Nicolas Bourdon Bloc Québécois/Bloc Québécois","Montréal, Que./ Qc","Professor/Professeur",7346,13.2,,
"Quebec/Québec","Ahuntsic-Cartierville","24003","Wiliam Moughrabi Conservative/Conservateur","Montréal, Que./ Qc","Store Manager/Director de Magasin",4051,7.3,,
"Quebec/Québec","Ahuntsic-Cartierville","24003","Gilles Mercier Green Party/Parti Vert","Montréal, Que./ Qc","Work Inspector/Inspecteur du travail",1175,2.1,,
"Quebec/Québec","Ahuntsic-Cartierville","24003","Catherine Gascon-David Rhinoceros/Rhinocéros","Montréal, Que./ Qc","Student/Étudiante",285,.5,,
"Quebec/Québec","Alfred-Pellan","24004","Angelo Iacono Liberal/Libéral","Montréal, Que./ Qc","Lawyer/Avocat",24557,44.5,     11332,  20.5
"Quebec/Québec","Alfred-Pellan","24004","Rosane Doré Lefebvre ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Laval, Que./ Qc","Parliamentarian/Parlementaire",13225,24,,
"Quebec/Québec","Alfred-Pellan","24004","Daniel St-Hilaire Bloc Québécois/Bloc Québécois","Montréal, Que./ Qc","Professional athletics coach/Entraineur professionnel en athlétisme",9836,17.8,,
"Quebec/Québec","Alfred-Pellan","24004","Gabriel Purcarus Conservative/Conservateur","LaSalle, Que./ Qc","Courtier Immobilier/Realtor",6259,11.3,,
"Quebec/Québec","Alfred-Pellan","24004","Lynda Briguene Green Party/Parti Vert","Laval, Que./ Qc","President and Director /Présidente-Directrice",1089,2,,
"Quebec/Québec","Alfred-Pellan","24004","Renata Isopo Independent/Indépendant","Laval, Que./ Qc","Teacher/Enseignante",203,.4,,
"Quebec/Québec","Argenteuil--La Petite-Nation","24005","Stéphane Lauzon Liberal/Libéral","Gatineau, Que./ Qc","Municipal Councillor/Conseiller municipal",22093,43.3,      9443,  18.5
"Quebec/Québec","Argenteuil--La Petite-Nation","24005","Chantal Crête NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Lac-Simon, Que./ Qc","Educational Psychologist/Researcher/Psychopédagogue/Chercheure",12650,24.8,,
"Quebec/Québec","Argenteuil--La Petite-Nation","24005","Jonathan Beauchamp Bloc Québécois/Bloc Québécois","Ripon, Que./ Qc","Development Officer/Agent de développement",9525,18.7,,
"Quebec/Québec","Argenteuil--La Petite-Nation","24005","Maxime Hupé-Labelle Conservative/Conservateur","Thurso, Que./ Qc","Political Analyst/Analyste Politique",5680,11.1,,
"Quebec/Québec","Argenteuil--La Petite-Nation","24005","Audrey Lamarche Green Party/Parti Vert","Gatineau, Que./ Qc","Sports Therapist/Orthotherapist/Thérapeute sportive-Orthothérapeute",1118,2.2,,
"Quebec/Québec","Avignon--La Mitis--Matane--Matapédia","24006","Rémi Massé Liberal/Libéral","Saint-Léandre, Que./ Qc","Director General/Directeur général",14378,39.5,      6737,  18.5
"Quebec/Québec","Avignon--La Mitis--Matane--Matapédia","24006","Kédina Fleury-Samson Bloc Québécois/Bloc Québécois","Mont-Joli, Que./ Qc","Entrepreneur/Entrepreneure",7641,21,,
"Quebec/Québec","Avignon--La Mitis--Matane--Matapédia","24006","Joël Charest NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Price, Que./ Qc","Political Attaché/Attaché politique",7340,20.2,,
"Quebec/Québec","Avignon--La Mitis--Matane--Matapédia","24006","Jean-François Fortin ** Forces et Démocratie - Allier les forces de nos régions/Forces et Démocratie - Allier les forces de nos régions","Sainte-Flavie, Que./ Qc","Political science instructor/Enseignant en sciences politiques",4229,11.6,,
"Quebec/Québec","Avignon--La Mitis--Matane--Matapédia","24006","André Savoie Conservative/Conservateur","Québec, Que./ Qc","Storekeeper/Commerçant",2228,6.1,,
"Quebec/Québec","Avignon--La Mitis--Matane--Matapédia","24006","Sherri Springle Green Party/Parti Vert","Vancouver, B.C./ C.-B.","Student/Étudiante",365,1,,
"Quebec/Québec","Avignon--La Mitis--Matane--Matapédia","24006","Éric Normand Rhinoceros/Rhinocéros","Rimouski, Que./ Qc","Artist/Musician/Artiste/Musicien",175,.5,,
"Quebec/Québec","Beauce","24007","Maxime Bernier ** Conservative/Conservateur","Saint-Georges, Que./ Qc","Lawyer/Avocat",32910,58.9,     20468,  36.6
"Quebec/Québec","Beauce","24007","Adam Veilleux Liberal/Libéral","Saint-Benoît-Labre, Que./ Qc","Businessman/Homme d'affaires",12442,22.3,,
"Quebec/Québec","Beauce","24007","Daniel Royer NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Saint-Georges, Que./ Qc","Teacher/Enseignant",5443,9.7,,
"Quebec/Québec","Beauce","24007","Stéphane Trudel Bloc Québécois/Bloc Québécois","Trois-Rivières, Que./ Qc","Student-Researcher/Étudiant-Chercheur",4144,7.4,,
"Quebec/Québec","Beauce","24007","Céline Brown MacDonald Green Party/Parti Vert","Ottawa, Ont.","Information Officer/Agente d'information",943,1.7,,
"Quebec/Québec","Beauport--Côte-de-Beaupré--Île d'Orléans--Charlevoix","24020","Sylvie Boucher Conservative/Conservateur","Saint-Joachim, Que./ Qc","Manager/Gérante",16903,33.5,      3347,   6.6
"Quebec/Québec","Beauport--Côte-de-Beaupré--Île d'Orléans--Charlevoix","24020","Jean-Roger Vigneau Liberal/Libéral","Saint-Aimé-des-Lacs, Que./ Qc","Manager/Gestionnaire",13556,26.9,,
"Quebec/Québec","Beauport--Côte-de-Beaupré--Île d'Orléans--Charlevoix","24020","Sébastien Dufour Bloc Québécois/Bloc Québécois","Boischatel, Que./ Qc","Assistant Chief of Staff/Directeur de cabinet adjoint",9650,19.1,,
"Quebec/Québec","Beauport--Côte-de-Beaupré--Île d'Orléans--Charlevoix","24020","Jonathan Tremblay ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Beaupré, Que./ Qc","Parliamentarian/Parlementaire",9306,18.4,,
"Quebec/Québec","Beauport--Côte-de-Beaupré--Île d'Orléans--Charlevoix","24020","Patrick Kerr Green Party/Parti Vert","Québec, Que./ Qc","Engineer/Ingénieur",859,1.7,,
"Quebec/Québec","Beauport--Côte-de-Beaupré--Île d'Orléans--Charlevoix","24020","Mario Desjardins Pelchat Forces et Démocratie - Allier les forces de nos régions/Forces et Démocratie - Allier les forces de nos régions","Québec, Que./ Qc","Self-employed/Travailleur autonome",182,.4,,
"Quebec/Québec","Beauport--Limoilou","24008","Alupa Clarke Conservative/Conservateur","Québec, Que./ Qc","Military/Militaire",15461,30.6,      2580,   5.1
"Quebec/Québec","Beauport--Limoilou","24008","Raymond Côté ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Québec, Que./ Qc","Parliamentarian/Parlementaire",12881,25.5,,
"Quebec/Québec","Beauport--Limoilou","24008","Antoine Bujold Liberal/Libéral","Boischatel, Que./ Qc","Restaurateur/Restaurateur",12854,25.4,,
"Quebec/Québec","Beauport--Limoilou","24008","Doni Berberi Bloc Québécois/Bloc Québécois","Québec, Que./ Qc","Administrator/Administrateur",7467,14.8,,
"Quebec/Québec","Beauport--Limoilou","24008","Dalila Elhak Green Party/Parti Vert","Québec, Que./ Qc","Real Estate Broker/Courtière immobilière",1220,2.4,,
"Quebec/Québec","Beauport--Limoilou","24008","Francis Bedard Libertarian/Libertarien","Québec, Que./ Qc","Retired/Retraité",423,.8,,
"Quebec/Québec","Beauport--Limoilou","24008","Claude Moreau Marxist-Leninist/Marxiste-Léniniste","Québec, Que./ Qc","Stationary Mechanic/Mécanicien de machines fixes",128,.3,,
"Quebec/Québec","Beauport--Limoilou","24008","Bladimir Laborit Forces et Démocratie - Allier les forces de nos régions/Forces et Démocratie - Allier les forces de nos régions","Québec, Que./ Qc","Assistant Manager/Assistant gérant",124,.2,,
"Quebec/Québec","Bécancour--Nicolet--Saurel","24009","Louis Plamondon ** Bloc Québécois/Bloc Québécois","Sorel-Tracy, Que./ Qc","Parliamentarian/Parlementaire",20871,40,      8205,  15.7
"Quebec/Québec","Bécancour--Nicolet--Saurel","24009","Claude Carpentier Liberal/Libéral","Sorel-Tracy, Que./ Qc","Retired/Retraité",12666,24.3,,
"Quebec/Québec","Bécancour--Nicolet--Saurel","24009","Nicolas Tabah NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Sorel-Tracy, Que./ Qc","Telecommunications Trainer /Formateur en télécommunications",11531,22.1,,
"Quebec/Québec","Bécancour--Nicolet--Saurel","24009","Yves Laberge Conservative/Conservateur","Québec, Que./ Qc","Part-time Professor/Professeur à temps partiel",5955,11.4,,
"Quebec/Québec","Bécancour--Nicolet--Saurel","24009","Corina Bastiani Green Party/Parti Vert","Sorel-Tracy, Que./ Qc","Consultant/Consultante",1182,2.3,,
"Quebec/Québec","Bellechasse--Les Etchemins--Lévis","24010","Steven Blaney ** Conservative/Conservateur","Lévis, Que./ Qc","Parliamentarian/Parlementaire",31872,50.9,     18911,  30.2
"Quebec/Québec","Bellechasse--Les Etchemins--Lévis","24010","Jacques Turgeon Liberal/Libéral","Lévis, Que./ Qc","Producer/Producteur",12961,20.7,,
"Quebec/Québec","Bellechasse--Les Etchemins--Lévis","24010","Jean-Luc Daigle NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Lévis, Que./ Qc","Retired/Retraité",8516,13.6,,
"Quebec/Québec","Bellechasse--Les Etchemins--Lévis","24010","Antoine Dubé Bloc Québécois/Bloc Québécois","Lévis, Que./ Qc","Recreologist/Récréologue",7217,11.5,,
"Quebec/Québec","Bellechasse--Les Etchemins--Lévis","24010","André Bélisle Green Party/Parti Vert","Frampton, Que./ Qc","Environmentalist/Environnementaliste",2032,3.2,,
"Quebec/Québec","Beloeil--Chambly","24011","Matthew Dubé ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Saint-Basile-le-Grand, Que./ Qc","Parliamentarian/Parlementaire",20641,31.1,      1147,   1.7
"Quebec/Québec","Beloeil--Chambly","24011","Karine Desjardins Liberal/Libéral","Otterburn Park, Que./ Qc","Businesswoman/Femme d'affaires",19494,29.3,,
"Quebec/Québec","Beloeil--Chambly","24011","Yves Lessard Bloc Québécois/Bloc Québécois","Saint-Basile-le-Grand, Que./ Qc","Agricultural producer/Producteur agricole",18387,27.7,,
"Quebec/Québec","Beloeil--Chambly","24011","Claude Chalhoub Conservative/Conservateur","Delson, Que./ Qc","Fleet Manager/Gestionnaire de flotte",6173,9.3,,
"Quebec/Québec","Beloeil--Chambly","24011","Fodé Kerfalla Yansané Green Party/Parti Vert","Chambly, Que./ Qc","Urban Planning Consultant/Conseiller en aménagement",1498,2.3,,
"Quebec/Québec","Beloeil--Chambly","24011","Michael Maher Libertarian/Libertarien","Carignan, Que./ Qc","Sound Technician/Technicien en sonorisation",245,.4,,
"Quebec/Québec","Berthier--Maskinongé","24012","Ruth Ellen Brosseau ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Trois-Rivières-Ouest, Que./ Qc","Parliamentarian/Parlementaire",22942,42.2,      8905,  16.4
"Quebec/Québec","Berthier--Maskinongé","24012","Yves Perron Bloc Québécois/Bloc Québécois","Saint-Félix-de-Valois, Que./ Qc","Teacher/Enseignant",14037,25.8,,
"Quebec/Québec","Berthier--Maskinongé","24012","Pierre Destrempes Liberal/Libéral","Montréal, Que./ Qc","Real Estate Businessman/Homme d'affaires immobilières",11032,20.3,,
"Quebec/Québec","Berthier--Maskinongé","24012","Marianne Foucrault Conservative/Conservateur","Saint-Félix-de-Valois, Que./ Qc","Student/Étudiante",5548,10.2,,
"Quebec/Québec","Berthier--Maskinongé","24012","Cate Burton Green Party/Parti Vert","Halifax, N.S./ N.-É.","Student/Étudiante",847,1.6,,
"Quebec/Québec","Bourassa","24015","Emmanuel Dubourg ** Liberal/Libéral","Saint-Lambert, Que./ Qc","Chartered Professional Accountant/Comptable professionel agréé",22234,54.1,     15185,  36.9
"Quebec/Québec","Bourassa","24015","Gilles Léveillé Bloc Québécois/Bloc Québécois","Montréal, Que./ Qc","Retired/Retraité",7049,17.1,,
"Quebec/Québec","Bourassa","24015","Dolmine Laguerre NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Repentigny, Que./ Qc","Public Servant/Fonctionnaire",6144,14.9,,
"Quebec/Québec","Bourassa","24015","Jason Potasso-Justino Conservative/Conservateur","Montréal-Nord, Que./ Qc","Unemployed/Sans emploi",3819,9.3,,
"Quebec/Québec","Bourassa","24015","Maxime Charron Green Party/Parti Vert","Coquitlam, B.C./ C.-B.","Business Consulting/Consultant d'entreprises",886,2.2,,
"Quebec/Québec","Bourassa","24015","Julie Demers Independent/Indépendant","Montréal-Nord, Que./ Qc","Writer-Translator/Rédactrice-Traductrice",669,1.6,,
"Quebec/Québec","Bourassa","24015","Claude Brunelle Marxist-Leninist/Marxiste-Léniniste","Montréal, Que./ Qc","Retired/Retraité",229,.6,,
"Quebec/Québec","Bourassa","24015","Jean-Marie Floriant Ndzana Forces et Démocratie - Allier les forces de nos régions/Forces et Démocratie - Allier les forces de nos régions","Montréal, Que./ Qc","Strategy Consultant/Consultant en stratégies",99,.2,,
"Quebec/Québec","Brome--Missisquoi","24016","Denis Paradis Liberal/Libéral","Saint-Armand, Que./ Qc","Lawyer/Avocat",25744,43.9,     11361,  19.4
"Quebec/Québec","Brome--Missisquoi","24016","Catherine Lusson NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Bromont, Que./ Qc","Political Attaché/Attachée politique",14383,24.5,,
"Quebec/Québec","Brome--Missisquoi","24016","Patrick Melchior Bloc Québécois/Bloc Québécois","Farnham, Que./ Qc","Director Youth Centre/Directeur Maison des jeunes",10252,17.5,,
"Quebec/Québec","Brome--Missisquoi","24016","Charles Poulin Conservative/Conservateur","Magog, Que./ Qc","Financial Security Advisor/Conseiller en sécurité financière",6724,11.5,,
"Quebec/Québec","Brome--Missisquoi","24016","Cindy Moynan Green Party/Parti Vert","Knowlton, Que./ Qc","Computer Manufacturing Operator/Opératrice à la fabrication d'ordinateurs",1377,2.3,,
"Quebec/Québec","Brome--Missisquoi","24016","Patrick Paine Forces et Démocratie - Allier les forces de nos régions/Forces et Démocratie - Allier les forces de nos régions","Brigham, Que./ Qc","Consultant/Consultant",195,.3,,
"Quebec/Québec","Brossard--Saint-Lambert","24017","Alexandra Mendès Liberal/Libéral","Brossard, Que./ Qc","Politician/Politicien",28818,50.3,     14743,  25.7
"Quebec/Québec","Brossard--Saint-Lambert","24017","Hoang Mai ** NDP-New Democratic Party/NPD-Nouveau Parti démocratique","Brossard, Que./ Qc","Parliamentarian/Parlementaire",14075,24.6,,
